pago_id,monto,fecha,uid,subs_id,pid,pro_id
6920,4500,2021-06-24,108,53.0,,
8203,3700,2021-06-10,13,190.0,,
7388,3700,2021-05-22,37,109.0,,
7414,6500,2021-04-13,51,111.0,,
8831,7900,2021-05-23,16,255.0,,
9180,3500,2020-10-13,26,292.0,,
6424,3100,2021-10-01,48,5.0,,
7180,4000,2021-11-30,133,84.0,,
9892,7100,2021-02-23,64,364.0,,
7722,6500,2021-09-24,36,141.0,,
10244,5000,2021-09-14,115,410.0,,
6648,4000,2020-09-25,9,28.0,,
10191,3700,2021-11-30,93,406.0,,
7079,6400,2021-09-26,44,70.0,,
8810,2800,2021-02-23,16,254.0,,
10115,7100,2020-12-30,4,399.0,,
9846,6500,2021-10-30,119,358.0,,
8951,7000,2021-07-24,95,265.0,,
7788,5000,2021-08-21,75,147.0,,
8848,7000,2021-11-06,56,257.0,,
7274,4500,2021-05-05,92,96.0,,
10279,3700,2021-09-09,115,413.0,,
8688,7400,2021-09-30,54,241.0,,
8019,3700,2021-10-22,132,172.0,,
7375,6400,2021-11-08,37,106.0,,
7974,3900,2021-11-21,14,167.0,,
7994,3200,2020-08-02,14,170.0,,
7423,3700,2020-11-07,51,113.0,,
6787,3700,2021-11-13,105,41.0,,
10651,4500,2021-09-23,31,,73.0,13.0
7846,4000,2021-01-25,57,154.0,,
9806,3900,2021-07-30,119,353.0,,
10337,4400,2021-01-13,90,417.0,,
9442,7100,2021-03-13,63,321.0,,
6761,3500,2021-02-05,62,39.0,,
8233,3900,2021-10-07,13,192.0,,
10264,3700,2020-09-15,115,412.0,,
7955,4000,2021-07-08,14,166.0,,
7335,3700,2021-10-01,33,101.0,,
10566,6500,2021-11-23,53,,13.0,11.0
10615,5500,2020-09-26,56,,60.0,14.0
10507,9000,2021-09-29,74,,19.0,17.0
6937,7900,2021-04-28,108,55.0,,
7151,7000,2021-08-27,67,80.0,,
8069,3700,2021-07-06,12,176.0,,
7646,6500,2021-01-22,74,135.0,,
8414,3200,2020-09-07,72,214.0,,
7659,4000,2021-03-10,55,136.0,,
9896,7100,2021-06-23,64,364.0,,
6926,4500,2021-12-24,108,53.0,,
6465,3200,2021-02-06,141,8.0,,
7329,3700,2021-04-01,33,101.0,,
6381,6500,2021-06-27,48,2.0,,
6482,7100,2021-11-04,35,10.0,,
7225,7000,2020-08-15,70,89.0,,
6571,7100,2021-05-25,40,21.0,,
6903,3500,2021-06-05,27,52.0,,
7963,3900,2020-12-21,14,167.0,,
8821,7900,2020-07-23,16,255.0,,
6643,3100,2021-11-30,9,27.0,,
7657,6500,2021-12-22,74,135.0,,
8904,3500,2021-01-22,3,261.0,,
9439,7100,2020-12-13,63,321.0,,
8337,3700,2021-01-31,15,203.0,,
8377,3200,2021-11-27,22,207.0,,
9486,4500,2021-12-28,63,323.0,,
8577,4000,2021-04-28,97,229.0,,
10209,7000,2021-02-24,115,408.0,,
9291,6500,2021-12-25,24,302.0,,
9533,4000,2021-07-16,61,328.0,,
7705,5000,2021-10-18,36,140.0,,
8275,7100,2021-10-25,43,196.0,,
7833,7100,2021-05-17,57,153.0,,
6584,3100,2021-11-07,40,22.0,,
6401,4000,2021-10-21,48,3.0,,
7416,6500,2021-06-13,51,111.0,,
8529,6500,2021-04-28,122,225.0,,
10654,7500,2021-08-20,31,,44.0,13.0
8504,7400,2021-10-10,19,220.0,,
9154,3200,2021-09-13,77,287.0,,
8430,7000,2021-04-12,72,215.0,,
10531,7000,2021-12-04,20,,83.0,5.0
9084,6400,2021-09-15,46,281.0,,
9516,3100,2021-11-18,63,325.0,,
9958,3500,2021-08-12,73,371.0,,
10037,7400,2021-07-16,1,379.0,,
6435,3700,2021-06-13,141,6.0,,
6866,3900,2020-09-28,41,48.0,,
7919,3700,2021-05-05,58,160.0,,
7706,5000,2021-11-18,36,140.0,,
7226,7000,2020-09-15,70,89.0,,
8212,6400,2021-07-30,13,191.0,,
7604,6500,2021-12-24,68,129.0,,
10686,8000,2020-12-28,52,,75.0,6.0
6776,3700,2020-12-13,105,41.0,,
10660,3500,2021-05-03,63,,1.0,10.0
6979,3500,2021-07-28,60,60.0,,
7634,3700,2021-12-05,74,133.0,,
7018,4000,2021-09-25,10,64.0,,
10484,5500,2021-10-05,133,,65.0,16.0
7875,3100,2021-07-14,57,156.0,,
7561,3100,2020-12-03,39,125.0,,
10247,5000,2021-12-14,115,410.0,,
6987,3100,2020-10-17,42,62.0,,
8616,3100,2021-01-05,28,232.0,,
8888,4500,2021-03-08,3,260.0,,
7068,3100,2021-02-18,66,69.0,,
9440,7100,2021-01-13,63,321.0,,
8230,3900,2021-07-07,13,192.0,,
9178,3500,2020-08-13,26,292.0,,
6949,3200,2021-12-18,108,56.0,,
7499,7000,2021-05-28,2,120.0,,
7795,3200,2020-11-20,75,148.0,,
8988,4000,2021-10-28,23,269.0,,
9344,6500,2021-02-13,11,307.0,,
9838,3700,2021-08-18,119,357.0,,
10017,4000,2021-10-25,25,376.0,,
6520,6500,2021-07-21,45,14.0,,
8572,4000,2020-11-29,97,229.0,,
6982,6500,2021-07-12,60,61.0,,
6508,6400,2020-10-18,45,13.0,,
7236,7000,2021-07-15,70,89.0,,
7297,7900,2021-11-23,80,98.0,,
6720,7100,2021-04-15,47,35.0,,
9312,3700,2021-03-03,24,304.0,,
6788,3700,2021-12-13,105,41.0,,
10096,6500,2021-06-27,106,391.0,,
6828,7900,2021-09-05,105,44.0,,
7544,4400,2020-09-11,2,124.0,,
10620,6500,2021-09-16,46,,42.0,17.0
6503,6500,2021-10-20,35,12.0,,
9668,4000,2021-12-27,5,341.0,,
6688,5000,2021-01-21,32,33.0,,
6402,4000,2021-11-21,48,3.0,,
7519,7900,2021-12-13,2,121.0,,
10128,4500,2020-10-22,4,400.0,,
8301,2800,2020-10-01,15,200.0,,
10536,6000,2021-10-12,20,,81.0,5.0
8187,7100,2021-06-11,18,188.0,,
9882,4400,2021-03-01,64,363.0,,
6492,4500,2021-06-02,35,11.0,,
7631,3700,2021-09-05,74,133.0,,
10087,5000,2020-11-08,106,389.0,,
7883,4500,2021-03-09,57,157.0,,
10496,7000,2021-08-08,92,,85.0,14.0
10136,4500,2021-06-22,4,400.0,,
6644,4000,2020-05-25,9,28.0,,
10121,7100,2021-06-28,4,399.0,,
7676,4400,2021-02-16,55,138.0,,
9712,7400,2021-09-29,130,345.0,,
8115,4000,2021-12-10,21,181.0,,
9697,6500,2021-03-13,17,343.0,,
9802,3900,2021-03-31,119,353.0,,
8985,4000,2021-07-28,23,269.0,,
8873,7400,2020-10-03,56,259.0,,
7587,3700,2021-11-09,39,127.0,,
8656,6500,2021-04-28,54,237.0,,
7503,7000,2021-09-28,2,120.0,,
10270,3700,2020-12-09,115,413.0,,
7693,3700,2020-12-13,55,139.0,,
7825,7900,2021-07-14,71,152.0,,
8077,7900,2021-03-28,34,178.0,,
10267,3700,2020-09-09,115,413.0,,
9485,4500,2021-11-28,63,323.0,,
9632,3100,2020-10-28,5,338.0,,
9074,7900,2021-01-10,46,278.0,,
7584,3700,2021-08-09,39,127.0,,
9691,6500,2020-09-13,17,343.0,,
8262,4000,2020-10-20,43,195.0,,
9193,3500,2021-11-13,26,292.0,,
7253,3500,2021-04-06,92,91.0,,
9740,6500,2020-09-30,52,349.0,,
7074,3100,2021-08-18,66,69.0,,
7132,3900,2021-08-09,67,78.0,,
7073,3100,2021-07-18,66,69.0,,
9679,3900,2021-04-25,17,342.0,,
10338,4400,2021-02-13,90,417.0,,
7554,4400,2021-07-11,2,124.0,,
6432,3700,2021-03-13,141,6.0,,
10222,7400,2021-04-05,115,409.0,,
9645,3100,2021-11-28,5,338.0,,
9540,3900,2020-09-19,61,329.0,,
7210,3500,2021-01-04,70,88.0,,
9323,4000,2021-01-26,24,305.0,,
8531,6500,2021-06-28,122,225.0,,
6951,6500,2021-04-28,108,57.0,,
10141,2800,2020-10-14,38,401.0,,
9286,6500,2021-07-25,24,302.0,,
7181,4000,2021-12-30,133,84.0,,
10079,7100,2021-10-18,142,388.0,,
7145,3700,2021-07-21,67,79.0,,
8686,7400,2021-07-30,54,241.0,,
10146,2800,2021-03-14,38,401.0,,
7350,3700,2021-02-17,33,105.0,,
9513,3100,2021-08-18,63,325.0,,
10100,6500,2020-10-21,106,394.0,,
6594,6500,2021-05-28,40,23.0,,
6965,7900,2020-09-22,60,59.0,,
8052,3200,2021-12-12,12,174.0,,
10420,4500,2021-01-24,59,,73.0,13.0
9946,3900,2021-09-14,73,369.0,,
10441,6000,2021-05-09,32,,42.0,12.0
7323,3700,2020-10-01,33,101.0,,
9416,6500,2021-08-29,134,319.0,,
7579,7400,2021-09-08,39,126.0,,
9196,3700,2020-07-06,49,293.0,,
7991,3700,2021-12-12,14,169.0,,
8452,7900,2021-07-09,72,216.0,,
7378,3500,2021-07-15,37,107.0,,
7733,3500,2020-12-30,36,142.0,,
8326,4000,2021-10-01,15,201.0,,
6822,7900,2021-03-05,105,44.0,,
9587,3700,2020-10-23,61,332.0,,
6896,6500,2021-07-11,41,51.0,,
7493,7000,2020-11-28,2,120.0,,
7045,7400,2021-07-18,66,67.0,,
9432,5000,2021-08-21,134,320.0,,
6759,3900,2021-12-22,62,38.0,,
10448,4000,2020-10-30,47,,48.0,7.0
9309,3700,2020-12-03,24,304.0,,
9526,4000,2020-12-16,61,328.0,,
8388,2800,2021-06-21,22,208.0,,
8900,3500,2020-09-22,3,261.0,,
7534,4500,2021-06-21,2,123.0,,
10192,3700,2021-12-30,93,406.0,,
9157,3200,2021-12-13,77,287.0,,
10204,4000,2021-10-11,115,407.0,,
8169,4400,2021-03-24,18,187.0,,
9870,4000,2021-10-08,102,361.0,,
7130,3900,2021-06-09,67,78.0,,
7279,3700,2021-01-09,92,97.0,,
7186,7100,2020-12-13,133,85.0,,
6942,7900,2021-09-28,108,55.0,,
9478,4500,2021-04-28,63,323.0,,
6434,3700,2021-05-13,141,6.0,,
10380,9000,2020-11-16,48,,38.0,16.0
8061,3700,2020-11-06,12,176.0,,
8005,3200,2021-07-02,14,170.0,,
9943,3900,2021-06-14,73,369.0,,
10084,5000,2020-08-08,106,389.0,,
8172,4400,2021-06-24,18,187.0,,
9047,6500,2021-05-29,23,276.0,,
7047,7400,2021-09-18,66,67.0,,
9721,3900,2021-03-28,130,346.0,,
7644,6500,2020-11-22,74,135.0,,
10685,3500,2021-08-22,52,,5.0,5.0
9480,4500,2021-06-28,63,323.0,,
9213,3700,2021-12-06,49,293.0,,
7084,7000,2021-06-22,44,71.0,,
10404,8500,2021-11-02,45,,45.0,16.0
6396,4000,2021-05-21,48,3.0,,
6993,3100,2021-04-17,42,62.0,,
9776,4000,2021-06-13,123,351.0,,
10513,7500,2021-04-12,36,,49.0,16.0
9757,3200,2021-06-30,52,350.0,,
7711,6500,2020-10-24,36,141.0,,
7139,3700,2021-01-21,67,79.0,,
9459,3900,2020-12-13,63,322.0,,
7462,4000,2021-08-17,76,116.0,,
9391,6500,2021-10-17,31,313.0,,
7340,7900,2021-11-28,33,102.0,,
10489,3000,2021-08-22,133,,62.0,11.0
9388,6500,2021-07-17,31,313.0,,
8565,3200,2021-10-15,97,228.0,,
7874,3100,2021-06-14,57,156.0,,
7585,3700,2021-09-09,39,127.0,,
10470,8500,2021-12-14,41,,2.0,1.0
8361,3500,2020-09-13,22,206.0,,
10481,7500,2021-10-04,133,,49.0,16.0
10196,4000,2021-02-11,115,407.0,,
9381,6500,2020-12-17,31,313.0,,
8994,4000,2020-11-28,23,269.0,,
10450,3000,2021-02-15,47,,88.0,5.0
9297,2800,2021-03-07,24,303.0,,
10713,4000,2021-12-26,142,,21.0,16.0
7765,4000,2021-06-23,36,145.0,,
8126,4000,2021-11-25,21,182.0,,
6870,3900,2021-01-28,41,48.0,,
8901,3500,2020-10-22,3,261.0,,
10246,5000,2021-11-14,115,410.0,,
8566,3200,2021-11-15,97,228.0,,
6996,2800,2021-01-20,10,63.0,,
9004,6500,2021-04-29,23,271.0,,
8919,7900,2021-11-04,3,262.0,,
9581,3700,2021-10-04,61,331.0,,
9173,3900,2021-10-17,26,290.0,,
6727,6400,2021-01-11,62,36.0,,
10021,3100,2021-01-12,1,377.0,,
8532,6500,2021-07-28,122,225.0,,
9669,3900,2020-06-25,17,342.0,,
8480,6500,2020-09-27,19,219.0,,
9520,4000,2021-10-29,63,326.0,,
8737,4500,2021-10-03,50,246.0,,
8612,3100,2020-09-05,28,232.0,,
9723,3900,2021-05-28,130,346.0,,
10082,5000,2020-06-08,106,389.0,,
8921,7000,2020-08-24,87,263.0,,
10333,4400,2020-09-13,90,417.0,,
6843,2800,2021-01-29,41,46.0,,
9749,6500,2021-06-28,52,349.0,,
7396,2800,2020-08-21,37,110.0,,
10148,2800,2021-05-14,38,401.0,,
10015,4000,2021-08-25,25,376.0,,
7163,7000,2020-09-27,133,82.0,,
8096,3700,2020-09-28,21,180.0,,
8120,4000,2021-05-25,21,182.0,,
6994,3100,2021-05-17,42,62.0,,
8487,6500,2021-04-27,19,219.0,,
8472,4000,2021-10-01,72,217.0,,
9044,3700,2021-11-14,23,275.0,,
7750,4500,2021-03-04,36,144.0,,
10185,7100,2021-10-06,93,405.0,,
7140,3700,2021-02-21,67,79.0,,
10049,7400,2020-09-09,142,384.0,,
8398,4400,2021-07-23,22,209.0,,
8060,3700,2020-10-06,12,176.0,,
9225,3500,2021-03-09,49,296.0,,
8884,7400,2021-09-03,56,259.0,,
6393,4000,2021-02-21,48,3.0,,
9305,2800,2021-11-07,24,303.0,,
9010,6500,2021-10-29,23,271.0,,
8519,3200,2021-07-22,7,224.0,,
8418,3200,2021-01-07,72,214.0,,
9965,3900,2020-12-21,25,372.0,,
7205,7400,2021-11-21,69,86.0,,
10120,7100,2021-05-28,4,399.0,,
7958,4000,2021-10-08,14,166.0,,
8776,5000,2021-09-01,16,249.0,,
10564,6500,2021-12-23,22,,53.0,6.0
10178,7100,2021-03-06,93,405.0,,
9245,6500,2021-09-29,49,298.0,,
9819,7400,2021-07-15,119,355.0,,
7320,3700,2020-07-01,33,101.0,,
10263,3700,2020-08-15,115,412.0,,
7448,3100,2021-09-21,76,115.0,,
6471,7400,2021-04-28,141,9.0,,
6913,4500,2020-11-24,108,53.0,,
6642,3100,2021-10-30,9,27.0,,
9732,3900,2021-08-11,52,347.0,,
8778,5000,2021-11-01,16,249.0,,
7373,6400,2021-09-08,37,106.0,,
10293,4000,2021-12-26,115,414.0,,
6772,7900,2021-09-17,62,40.0,,
9167,6500,2021-09-24,26,288.0,,
8947,7000,2021-03-24,95,265.0,,
8718,3200,2021-05-31,50,245.0,,
10056,7400,2021-04-09,142,384.0,,
10328,3200,2021-09-04,6,416.0,,
9316,3700,2021-07-03,24,304.0,,
9818,7400,2021-06-15,119,355.0,,
8601,3700,2021-06-30,28,231.0,,
7937,6400,2021-07-12,14,163.0,,
8200,3700,2021-03-10,13,190.0,,
9394,3200,2020-10-05,31,314.0,,
7242,4500,2021-02-15,70,90.0,,
8486,6500,2021-03-27,19,219.0,,
8790,6500,2021-09-05,16,250.0,,
8815,2800,2021-07-23,16,254.0,,
8724,3200,2021-11-30,50,245.0,,
7871,3100,2021-03-14,57,156.0,,
9677,3900,2021-02-25,17,342.0,,
8352,4000,2021-07-29,22,205.0,,
9371,6400,2021-03-25,31,311.0,,
10692,5000,2021-12-03,119,,42.0,4.0
7234,7000,2021-05-15,70,89.0,,
10383,6500,2021-03-19,141,,19.0,14.0
7869,3100,2021-01-14,57,156.0,,
8574,4000,2021-01-29,97,229.0,,
8402,4400,2021-11-23,22,209.0,,
7376,6400,2021-12-08,37,106.0,,
6786,3700,2021-10-13,105,41.0,,
7200,7400,2021-06-21,69,86.0,,
8270,4000,2021-06-20,43,195.0,,
9375,6400,2021-07-25,31,311.0,,
7672,4500,2021-11-20,55,137.0,,
10457,8000,2021-02-11,105,,82.0,10.0
9244,6500,2021-08-29,49,298.0,,
6425,3100,2021-11-01,48,5.0,,
6798,6500,2021-02-22,105,42.0,,
10492,1000,2021-06-01,70,,93.0,8.0
9122,6500,2021-03-04,77,285.0,,
6470,7400,2021-03-28,141,9.0,,
8284,7400,2021-11-12,43,198.0,,
10414,8500,2021-08-18,82,,76.0,18.0
7460,4000,2021-06-17,76,116.0,,
10074,7900,2021-10-08,142,387.0,,
10434,8500,2021-11-11,9,,31.0,13.0
9583,3700,2021-12-04,61,331.0,,
10105,2800,2021-11-09,106,396.0,,
9310,3700,2021-01-03,24,304.0,,
9298,2800,2021-04-07,24,303.0,,
8795,3900,2021-08-12,16,251.0,,
8752,6500,2021-07-15,16,247.0,,
7473,2800,2021-08-27,76,117.0,,
7282,3700,2021-04-09,92,97.0,,
6660,4000,2021-09-25,9,28.0,,
6602,3200,2021-05-06,146,24.0,,
7725,6500,2021-12-24,36,141.0,,
9021,6400,2021-05-09,23,274.0,,
8646,5000,2021-12-21,54,235.0,,
7051,6500,2021-05-12,66,68.0,,
8766,3700,2021-02-28,16,248.0,,
8176,4400,2021-10-24,18,187.0,,
7835,7100,2021-07-17,57,153.0,,
7590,2800,2021-03-27,68,128.0,,
8401,4400,2021-10-23,22,209.0,,
6534,3700,2021-01-05,45,15.0,,
6606,3200,2021-09-06,146,24.0,,
9713,7400,2021-10-29,130,345.0,,
6901,6500,2021-12-11,41,51.0,,
8293,7000,2021-07-18,43,199.0,,
6569,3100,2021-05-26,59,20.0,,
9016,4400,2021-11-09,23,273.0,,
7337,3700,2021-12-01,33,101.0,,
9927,4400,2021-06-07,73,368.0,,
8359,3500,2020-07-13,22,206.0,,
7434,3100,2020-07-21,76,115.0,,
10206,4000,2021-12-11,115,407.0,,
6710,3900,2021-08-08,47,34.0,,
9512,3100,2021-07-18,63,325.0,,
10368,7500,2021-10-06,48,,95.0,16.0
8116,4000,2021-01-25,21,182.0,,
8026,3900,2021-03-20,12,173.0,,
7505,7000,2021-11-28,2,120.0,,
9864,4000,2021-04-08,102,361.0,,
7306,3100,2021-12-28,33,99.0,,
8521,3200,2021-09-22,7,224.0,,
9542,3900,2020-11-19,61,329.0,,
8455,7900,2021-10-09,72,216.0,,
10299,4000,2020-11-28,6,415.0,,
7862,3100,2020-06-14,57,156.0,,
6598,6500,2021-09-28,40,23.0,,
6447,3900,2020-11-10,141,7.0,,
10278,3700,2021-08-09,115,413.0,,
7658,4000,2021-02-10,55,136.0,,
7867,3100,2020-11-14,57,156.0,,
10088,5000,2020-12-08,106,389.0,,
9473,4500,2020-11-30,63,323.0,,
8559,3200,2021-04-15,97,228.0,,
10262,3700,2020-07-15,115,412.0,,
9842,3700,2021-12-18,119,357.0,,
6972,3500,2020-12-29,60,60.0,,
8142,3700,2021-05-09,18,185.0,,
9148,3200,2021-03-13,77,287.0,,
8479,6500,2020-08-27,19,219.0,,
7925,3700,2021-11-05,58,160.0,,
7577,7400,2021-07-08,39,126.0,,
9198,3700,2020-09-06,49,293.0,,
7885,4500,2021-05-09,57,157.0,,
7522,6400,2021-06-16,2,122.0,,
8347,3700,2021-11-28,15,203.0,,
9114,6500,2020-07-04,77,285.0,,
6476,7100,2021-05-04,35,10.0,,
7784,3900,2021-10-04,75,146.0,,
8447,7900,2021-02-09,72,216.0,,
7527,6400,2021-11-16,2,122.0,,
6665,6500,2021-05-17,30,29.0,,
10725,7500,2021-03-22,38,,44.0,13.0
9149,3200,2021-04-13,77,287.0,,
7600,6500,2021-08-24,68,129.0,,
7112,3900,2021-04-23,44,76.0,,
10482,9000,2021-09-21,133,,38.0,16.0
8942,3500,2021-10-04,87,264.0,,
7031,5000,2021-05-15,10,65.0,,
8731,4500,2021-04-03,50,246.0,,
6719,7100,2021-03-15,47,35.0,,
7985,7100,2021-11-12,14,168.0,,
6830,7900,2021-11-05,105,44.0,,
8411,4000,2021-11-22,53,213.0,,
10255,3900,2021-07-24,115,411.0,,
6512,6400,2021-02-18,45,13.0,,
9421,5000,2020-09-21,134,320.0,,
9853,3200,2021-02-01,119,360.0,,
9617,3700,2021-10-16,8,336.0,,
10474,6500,2021-07-01,108,,39.0,1.0
10155,3100,2021-03-18,38,402.0,,
6437,3700,2021-08-13,141,6.0,,
10514,5000,2021-12-20,36,,68.0,12.0
9359,7100,2021-02-03,11,310.0,,
7551,4400,2021-04-11,2,124.0,,
7428,3700,2021-04-07,51,113.0,,
8869,7400,2020-06-03,56,259.0,,
9872,4000,2021-12-08,102,361.0,,
6635,6500,2021-06-22,146,26.0,,
10709,7500,2021-12-30,142,,49.0,16.0
9283,6500,2021-04-25,24,302.0,,
9104,3500,2021-03-22,77,284.0,,
9889,4400,2021-10-01,64,363.0,,
9515,3100,2021-10-18,63,325.0,,
9428,5000,2021-04-21,134,320.0,,
7946,7900,2021-09-26,14,165.0,,
9763,3200,2021-12-30,52,350.0,,
7721,6500,2021-08-24,36,141.0,,
6613,7000,2021-04-28,146,25.0,,
8125,4000,2021-10-25,21,182.0,,
10727,8000,2021-12-08,93,,35.0,7.0
9454,3900,2020-07-13,63,322.0,,
6900,6500,2021-11-11,41,51.0,,
6754,3900,2021-07-22,62,38.0,,
9764,4000,2020-06-13,123,351.0,,
9311,3700,2021-02-03,24,304.0,,
9034,3700,2021-01-14,23,275.0,,
9005,6500,2021-05-29,23,271.0,,
10609,6500,2021-06-08,50,,75.0,2.0
8835,7900,2021-09-23,16,255.0,,
8070,3700,2021-08-06,12,176.0,,
9532,4000,2021-06-16,61,328.0,,
9062,4400,2021-03-04,46,277.0,,
10469,8000,2021-08-30,41,,75.0,6.0
8264,4000,2020-12-20,43,195.0,,
9229,3500,2021-07-09,49,296.0,,
9121,6500,2021-02-04,77,285.0,,
7915,3700,2021-01-05,58,160.0,,
6871,4500,2021-08-11,41,49.0,,
8490,6500,2021-07-27,19,219.0,,
7981,7100,2021-07-12,14,168.0,,
10504,4000,2021-03-05,76,,74.0,11.0
7873,3100,2021-05-14,57,156.0,,
7902,3500,2021-08-02,58,159.0,,
7149,3700,2021-11-21,67,79.0,,
8158,6400,2021-08-07,18,186.0,,
8635,3700,2021-07-13,28,234.0,,
9423,5000,2020-11-21,134,320.0,,
9392,6500,2021-11-17,31,313.0,,
9794,7100,2021-05-20,119,352.0,,
6821,7900,2021-02-05,105,44.0,,
9351,4000,2021-09-27,11,309.0,,
10173,4000,2021-10-25,93,403.0,,
9812,4500,2021-11-22,119,354.0,,
9504,3100,2020-11-18,63,325.0,,
7843,4000,2020-10-25,57,154.0,,
6769,7900,2021-06-17,62,40.0,,
6581,3100,2021-08-07,40,22.0,,
10591,6500,2021-12-27,122,,26.0,6.0
7338,7900,2021-09-28,33,102.0,,
8383,2800,2021-01-21,22,208.0,,
8254,3200,2021-10-07,13,194.0,,
8557,3500,2021-11-25,97,227.0,,
6462,3200,2020-11-06,141,8.0,,
10208,7000,2021-01-24,115,408.0,,
7796,3200,2020-12-20,75,148.0,,
6445,3900,2020-09-10,141,7.0,,
9519,4000,2021-09-29,63,326.0,,
9539,3900,2020-08-19,61,329.0,,
10680,6500,2021-09-11,130,,72.0,4.0
8378,3200,2021-12-27,22,207.0,,
7137,3700,2020-11-21,67,79.0,,
10047,5000,2021-11-13,1,382.0,,
7078,3100,2021-12-18,66,69.0,,
10498,5000,2021-03-20,92,,100.0,1.0
9222,4400,2021-10-30,49,295.0,,
9327,4000,2021-05-26,24,305.0,,
10477,3000,2021-12-03,44,,88.0,5.0
7188,7100,2021-02-13,133,85.0,,
10094,7000,2021-12-03,106,390.0,,
7385,3700,2021-02-22,37,109.0,,
8112,4000,2021-09-10,21,181.0,,
10623,7000,2021-04-02,46,,50.0,3.0
9957,3500,2021-07-12,73,371.0,,
7781,3900,2021-07-04,75,146.0,,
7276,3700,2020-10-09,92,97.0,,
8841,7900,2021-05-24,56,256.0,,
6897,6500,2021-08-11,41,51.0,,
10381,5500,2021-02-25,141,,60.0,14.0
9147,3200,2021-02-13,77,287.0,,
7128,3900,2021-04-09,67,78.0,,
6767,3500,2021-08-05,62,39.0,,
9683,3900,2021-08-25,17,342.0,,
9917,6500,2021-07-13,73,367.0,,
6459,3200,2020-08-06,141,8.0,,
7411,2800,2021-11-21,37,110.0,,
8804,4500,2021-07-29,16,253.0,,
9575,3700,2021-04-04,61,331.0,,
9190,3500,2021-08-13,26,292.0,,
7772,3900,2020-10-04,75,146.0,,
10321,3200,2021-02-04,6,416.0,,
7177,4000,2021-08-30,133,84.0,,
7315,6400,2021-10-28,33,100.0,,
8651,6500,2020-11-28,54,237.0,,
6460,3200,2020-09-06,141,8.0,,
7293,7900,2021-07-23,80,98.0,,
10259,3900,2021-11-24,115,411.0,,
8339,3700,2021-03-28,15,203.0,,
9601,3700,2021-12-23,61,332.0,,
7363,6400,2020-11-08,37,106.0,,
9131,6500,2021-12-04,77,285.0,,
6922,4500,2021-08-24,108,53.0,,
9782,4000,2021-12-13,123,351.0,,
7956,4000,2021-08-08,14,166.0,,
9355,7100,2020-10-03,11,310.0,,
7780,3900,2021-06-04,75,146.0,,
7548,4400,2021-01-11,2,124.0,,
8073,3700,2021-11-06,12,176.0,,
9023,6400,2021-07-09,23,274.0,,
6865,3900,2020-08-28,41,48.0,,
10186,7100,2021-11-06,93,405.0,,
7891,4500,2021-11-09,57,157.0,,
6799,6500,2021-03-22,105,42.0,,
8933,7000,2021-08-24,87,263.0,,
8625,3100,2021-10-05,28,232.0,,
7303,3100,2021-09-28,33,99.0,,
9336,2800,2021-09-19,11,306.0,,
6611,7000,2021-02-28,146,25.0,,
9436,5000,2021-12-21,134,320.0,,
8502,7400,2021-08-10,19,220.0,,
6657,4000,2021-06-25,9,28.0,,
6496,4500,2021-10-02,35,11.0,,
8520,3200,2021-08-22,7,224.0,,
7022,5000,2020-08-15,10,65.0,,
7444,3100,2021-05-21,76,115.0,,
6825,7900,2021-06-05,105,44.0,,
10624,6500,2021-07-08,46,,95.0,7.0
10413,8500,2021-08-30,82,,99.0,9.0
7468,2800,2021-03-27,76,117.0,,
10389,3500,2020-07-08,141,,5.0,5.0
7433,3100,2020-06-21,76,115.0,,
8668,4000,2021-11-01,54,238.0,,
7948,4000,2020-12-08,14,166.0,,
6925,4500,2021-11-24,108,53.0,,
7800,4000,2021-03-24,71,150.0,,
7311,6400,2021-06-28,33,100.0,,
10142,2800,2020-11-14,38,401.0,,
8041,3200,2021-01-12,12,174.0,,
10081,7100,2021-12-18,142,388.0,,
10639,6500,2020-12-27,24,,5.0,16.0
8374,3500,2021-10-13,22,206.0,,
7812,7100,2021-03-28,71,151.0,,
10631,4500,2021-07-09,46,,75.0,7.0
6909,3500,2021-12-05,27,52.0,,
10652,6000,2021-10-02,31,,99.0,13.0
7010,4000,2021-01-25,10,64.0,,
7628,3700,2021-06-05,74,133.0,,
10180,7100,2021-05-06,93,405.0,,
8205,3700,2021-08-10,13,190.0,,
9871,4000,2021-11-08,102,361.0,,
8930,7000,2021-05-24,87,263.0,,
9562,6500,2021-05-27,61,330.0,,
9831,3700,2021-01-18,119,357.0,,
8286,7000,2020-12-18,43,199.0,,
6891,6500,2021-02-11,41,51.0,,
7464,4000,2021-10-17,76,116.0,,
9496,7900,2021-05-25,63,324.0,,
7989,3700,2021-10-12,14,169.0,,
6656,4000,2021-05-25,9,28.0,,
8738,4500,2021-11-03,50,246.0,,
10642,6000,2021-04-25,24,,80.0,2.0
6469,7400,2021-02-28,141,9.0,,
8207,3700,2021-10-10,13,190.0,,
7230,7000,2021-01-15,70,89.0,,
9429,5000,2021-05-21,134,320.0,,
9036,3700,2021-03-14,23,275.0,,
7923,3700,2021-09-05,58,160.0,,
8653,6500,2021-01-28,54,237.0,,
9226,3500,2021-04-09,49,296.0,,
9109,3500,2021-08-22,77,284.0,,
8445,7900,2020-12-09,72,216.0,,
10463,4500,2021-08-20,105,,85.0,5.0
